Global_active_power;Global_reactive_power;Voltage;Global_intensity;Sub_metering_1;Sub_metering_2;Sub_metering_3;cluster
0.218;0.000;245.170;1.000;0.000;0.000;0.0;0
0.214;0.000;239.110;0.800;0.000;0.000;0.0;0
1.432;0.200;239.100;6.000;0.000;1.000;17.0;8
1.65;0.228;240.490;7.000;0.000;23.000;0.0;7
1.32;0.000;244.270;5.400;0.000;0.000;18.0;8
0.264;0.000;242.920;1.200;0.000;0.000;0.0;0
0.292;0.098;242.200;1.200;0.000;0.000;0.0;0
0.314;0.120;241.160;1.400;0.000;0.000;0.0;0
0.31;0.104;239.040;1.400;0.000;0.000;0.0;0
1.428;0.198;240.160;6.000;0.000;1.000;17.0;8
0.36;0.074;242.580;1.800;0.000;0.000;0.0;0
0.656;0.000;238.960;2.800;0.000;0.000;0.0;0
4.756;0.248;231.540;20.800;0.000;15.000;17.0;7
0.248;0.000;243.190;1.000;0.000;0.000;0.0;0
1.556;0.260;244.050;6.400;0.000;2.000;19.0;8
1.332;0.000;245.010;5.400;0.000;0.000;18.0;8
2.048;0.194;240.480;8.600;0.000;0.000;18.0;8
1.782;0.000;237.320;7.600;0.000;0.000;17.0;8
1.292;0.000;240.490;5.200;0.000;0.000;18.0;8
0.234;0.108;243.140;1.000;0.000;0.000;0.0;0
0.332;0.160;247.030;1.400;0.000;0.000;0.0;0
3.554;0.248;235.320;15.000;37.000;1.000;0.0;7
0.648;0.100;240.720;2.600;0.000;1.000;0.0;0
2.452;0.080;240.550;10.200;0.000;0.000;0.0;6
2.466;0.068;238.960;10.200;0.000;0.000;0.0;6
0.22;0.000;242.800;0.800;0.000;0.000;0.0;0
0.606;0.230;240.230;3.000;0.000;0.000;0.0;0
0.332;0.080;239.080;1.600;0.000;0.000;0.0;0
1.338;0.052;239.570;5.600;0.000;0.000;17.0;8
0.31;0.114;238.320;1.400;0.000;0.000;0.0;0
1.28;0.000;239.930;5.200;0.000;0.000;18.0;8
0.23;0.000;241.960;1.000;0.000;0.000;0.0;0
0.414;0.000;239.700;2.400;0.000;0.000;5.0;6
0.362;0.160;240.460;1.600;0.000;0.000;0.0;0
0.312;0.096;243.390;1.400;0.000;0.000;0.0;0
2.332;0.060;239.110;9.600;0.000;0.000;0.0;6
1.41;0.072;239.470;5.800;0.000;0.000;18.0;8
0.244;0.000;245.510;1.000;0.000;0.000;0.0;0
0.252;0.000;237.680;1.200;0.000;0.000;0.0;0
1.424;0.218;237.630;6.000;0.000;2.000;17.0;8
0.216;0.000;243.390;1.000;0.000;0.000;0.0;0
1.344;0.202;239.070;5.600;0.000;0.000;17.0;8
2.294;0.000;239.820;9.400;0.000;0.000;0.0;6
2.428;0.148;240.890;10.200;0.000;34.000;0.0;3
2.486;0.000;242.130;10.200;0.000;0.000;18.0;8
0.316;0.112;244.950;1.400;0.000;0.000;0.0;0
1.374;0.112;238.390;5.800;0.000;0.000;17.0;8
2.812;0.000;235.610;12.000;0.000;0.000;0.0;6
2.69;0.188;236.300;11.400;0.000;0.000;0.0;6
1.566;0.074;239.530;6.400;0.000;0.000;17.0;8
3.512;0.000;236.650;14.800;0.000;36.000;17.0;2
3.052;0.354;237.540;13.400;1.000;0.000;17.0;1
1.64;0.104;242.580;6.800;1.000;0.000;18.0;8
2.622;0.136;237.700;11.000;0.000;0.000;18.0;1
1.808;0.352;237.300;7.800;0.000;0.000;17.0;8
2.386;0.000;236.940;10.000;0.000;0.000;0.0;6
2.76;0.054;234.070;11.800;0.000;2.000;16.0;1
2.516;0.202;240.720;10.400;0.000;0.000;0.0;6
1.696;0.096;239.400;7.000;0.000;0.000;17.0;8
0.904;0.000;246.670;3.600;0.000;0.000;0.0;0
0.228;0.000;244.840;1.000;0.000;0.000;0.0;0
0.326;0.128;238.450;1.400;0.000;0.000;0.0;0
3.862;0.198;240.140;16.200;0.000;0.000;17.0;1
0.326;0.136;244.360;1.400;0.000;0.000;0.0;0
0.292;0.062;240.840;1.200;0.000;0.000;0.0;0
1.44;0.200;238.700;6.000;0.000;0.000;18.0;8
2.988;0.218;241.000;12.400;0.000;1.000;18.0;1
0.168;0.000;241.050;0.800;0.000;0.000;0.0;0
1.372;0.220;237.890;5.800;0.000;1.000;17.0;8
0.106;0.000;234.420;0.600;0.000;0.000;0.0;0
0.234;0.000;241.530;1.000;0.000;0.000;0.0;0
1.92;0.222;241.420;8.000;0.000;0.000;18.0;8
2.448;0.080;241.690;10.000;0.000;0.000;0.0;6
0.296;0.126;244.250;1.200;0.000;1.000;0.0;0
0.316;0.114;238.830;1.400;0.000;0.000;0.0;0
0.3;0.090;242.280;1.200;0.000;0.000;0.0;0
5.014;0.086;233.050;21.400;37.000;2.000;17.0;5
3.62;0.274;234.790;15.400;0.000;0.000;17.0;1
1.562;0.096;239.060;6.400;0.000;0.000;18.0;8
3.274;0.258;236.880;13.800;0.000;1.000;17.0;1
1.226;0.280;241.660;5.200;0.000;0.000;0.0;0
1.584;0.290;237.570;6.800;1.000;2.000;18.0;8
0.316;0.148;244.530;1.400;0.000;0.000;0.0;0
3.274;0.048;237.200;13.800;0.000;0.000;17.0;1
0.86;0.000;242.940;3.600;0.000;0.000;0.0;0
3.304;0.280;238.850;13.800;0.000;2.000;17.0;1
4.51;0.084;232.290;19.600;1.000;0.000;16.0;1
2.684;0.316;236.690;12.000;0.000;0.000;0.0;6
0.318;0.082;241.490;1.400;0.000;0.000;0.0;0
3.056;0.158;241.640;12.600;0.000;0.000;0.0;6
1.144;0.154;241.630;4.800;0.000;0.000;0.0;0
3.516;0.428;233.580;15.400;33.000;0.000;16.0;5
0.698;0.000;241.880;2.800;0.000;0.000;0.0;0
2.02;0.056;237.990;8.400;1.000;0.000;17.0;8
0.214;0.000;239.610;0.800;0.000;0.000;0.0;0
4.846;0.284;233.640;20.800;2.000;37.000;16.0;2
1.672;0.188;240.530;7.000;0.000;2.000;17.0;8
1.536;0.000;241.090;6.600;0.000;21.000;0.0;7
1.392;0.108;238.080;5.800;1.000;1.000;18.0;8
0.39;0.104;236.720;1.600;0.000;0.000;0.0;0
0.24;0.000;242.960;1.200;0.000;0.000;0.0;0
0.26;0.080;246.460;1.200;0.000;0.000;0.0;0
1.58;0.230;241.100;6.600;2.000;1.000;18.0;8
0.336;0.118;242.080;1.400;0.000;0.000;0.0;0
2.75;0.348;236.330;12.200;0.000;2.000;0.0;6
0.602;0.388;240.780;3.000;0.000;1.000;0.0;0
2.478;0.068;239.480;10.200;1.000;0.000;17.0;8
1.308;0.000;244.140;5.200;0.000;0.000;19.0;8
1.3;0.000;238.810;5.400;0.000;0.000;17.0;8
2.578;0.324;237.860;10.800;0.000;1.000;0.0;6
2.262;0.122;242.660;10.200;0.000;2.000;18.0;1
0.308;0.098;244.690;1.200;0.000;1.000;0.0;0
0.238;0.000;244.300;1.000;0.000;0.000;0.0;0
3.5;0.056;238.420;15.400;0.000;0.000;17.0;1
0.418;0.300;242.090;2.000;0.000;1.000;0.0;0
0.22;0.000;239.450;1.000;0.000;0.000;0.0;0
1.308;0.000;243.010;5.400;0.000;0.000;18.0;8
1.556;0.144;244.290;6.400;0.000;1.000;19.0;8
0.298;0.134;244.140;1.400;0.000;1.000;0.0;0
1.018;0.000;238.100;4.200;0.000;0.000;0.0;0
0.23;0.084;234.970;1.000;0.000;0.000;0.0;0
0.34;0.128;243.800;1.400;0.000;1.000;0.0;0
1.474;0.138;240.330;6.200;0.000;0.000;18.0;8
2.454;0.114;242.300;10.000;0.000;0.000;0.0;6
1.976;0.102;235.610;8.400;0.000;2.000;0.0;6
1.572;0.222;240.530;6.600;0.000;0.000;0.0;6
0.296;0.096;245.390;1.200;0.000;0.000;0.0;0
0.288;0.100;243.360;1.200;0.000;0.000;0.0;0
0.484;0.000;241.180;2.200;0.000;0.000;0.0;0
0.166;0.000;238.600;1.000;0.000;0.000;0.0;0
1.572;0.246;238.280;6.600;1.000;1.000;17.0;8
2.434;0.160;242.710;10.000;0.000;0.000;0.0;6
0.116;0.000;241.500;0.600;0.000;0.000;0.0;0
1.406;0.116;245.220;5.600;0.000;2.000;18.0;8
1.81;0.000;242.130;7.400;0.000;0.000;17.0;8
7.16;0.000;235.490;30.400;1.000;73.000;18.0;4
2.37;0.000;236.050;10.000;0.000;0.000;0.0;6
1.572;0.074;238.890;6.600;0.000;0.000;17.0;8
2.444;0.312;240.110;10.600;0.000;17.000;0.0;7
1.372;0.100;240.760;5.600;0.000;2.000;18.0;8
0.212;0.000;242.520;1.000;0.000;0.000;0.0;0
0.242;0.000;243.480;1.000;0.000;0.000;0.0;0
1.592;0.128;243.480;6.600;0.000;1.000;18.0;8
1.51;0.130;243.730;6.200;2.000;0.000;18.0;8
0.22;0.000;242.420;1.000;0.000;0.000;0.0;0
0.252;0.000;247.840;1.000;0.000;0.000;0.0;0
3.572;0.336;238.330;15.400;35.000;0.000;18.0;5
1.342;0.000;238.540;5.600;0.000;0.000;0.0;6
0.426;0.268;242.070;2.000;0.000;2.000;0.0;0
2.288;0.000;239.530;9.400;0.000;0.000;18.0;8
1.654;0.170;244.600;6.800;0.000;0.000;18.0;8
5.074;0.168;233.300;21.600;37.000;0.000;17.0;5
0.736;0.148;240.710;3.000;0.000;1.000;0.0;0
0.392;0.254;241.180;1.800;0.000;0.000;0.0;0
0.414;0.302;246.210;2.000;0.000;0.000;0.0;0
0.444;0.084;243.150;2.000;0.000;0.000;0.0;0
0.282;0.218;242.360;1.400;0.000;2.000;0.0;0
0.37;0.082;241.200;1.600;0.000;1.000;0.0;0
2.46;0.116;241.030;10.200;0.000;0.000;17.0;8
0.288;0.090;240.220;1.200;0.000;0.000;0.0;0
0.24;0.000;241.720;1.000;0.000;0.000;0.0;0
2.348;0.052;238.270;9.800;0.000;1.000;0.0;6
1.356;0.086;239.640;5.600;0.000;1.000;17.0;8
2.49;0.122;242.920;10.200;0.000;1.000;0.0;6
0.224;0.000;243.570;1.000;0.000;0.000;0.0;0
0.41;0.228;240.010;2.000;0.000;1.000;0.0;0
0.218;0.000;241.720;0.800;0.000;0.000;0.0;0
0.212;0.000;238.210;0.800;0.000;0.000;0.0;0
0.308;0.140;243.060;1.400;0.000;0.000;0.0;0
3.332;0.000;238.120;14.200;3.000;0.000;17.0;1
1.552;0.112;242.870;6.400;0.000;0.000;18.0;8
1.628;0.060;232.670;7.000;0.000;1.000;16.0;8
0.294;0.096;243.100;1.200;0.000;0.000;0.0;0
2.754;0.062;237.290;11.600;0.000;0.000;17.0;1
2.566;0.000;235.300;10.800;0.000;1.000;17.0;1
0.308;0.156;241.840;1.400;0.000;0.000;0.0;0
0.226;0.000;243.110;1.000;0.000;0.000;0.0;0
1.642;0.000;244.300;6.600;0.000;0.000;19.0;8
1.688;0.212;240.080;7.200;0.000;0.000;0.0;6
0.218;0.000;241.200;1.000;0.000;0.000;0.0;0
2.42;0.424;236.860;10.200;0.000;1.000;17.0;1
1.186;0.182;242.850;5.000;0.000;0.000;0.0;0
2.438;0.070;241.800;10.000;0.000;2.000;0.0;6
0.388;0.224;241.010;1.800;0.000;0.000;0.0;0
1.682;0.110;241.170;7.000;0.000;1.000;0.0;6
0.306;0.102;242.170;1.400;0.000;1.000;0.0;0
1.946;0.066;238.990;8.200;0.000;0.000;18.0;8
0.762;0.228;241.700;3.200;0.000;1.000;0.0;0
0.318;0.136;244.100;1.400;0.000;0.000;0.0;0
0.304;0.000;242.970;1.400;0.000;0.000;0.0;0
0.388;0.170;239.380;1.800;0.000;1.000;0.0;0
0.426;0.244;241.030;2.000;0.000;2.000;0.0;0
0.3;0.104;244.770;1.200;0.000;0.000;0.0;0
1.372;0.088;239.980;5.600;0.000;2.000;18.0;8
2.388;0.094;240.490;9.800;0.000;1.000;0.0;6
1.338;0.000;240.330;5.600;1.000;0.000;18.0;8
0.43;0.258;243.650;2.000;0.000;1.000;0.0;0
0.726;0.000;241.730;3.000;0.000;0.000;0.0;0
0.334;0.116;241.210;1.600;0.000;0.000;0.0;0
5.068;0.060;243.490;20.800;0.000;0.000;18.0;1
2.362;0.196;237.220;10.000;0.000;2.000;17.0;1
0.336;0.132;241.770;1.600;0.000;1.000;0.0;0
0.226;0.000;240.780;1.000;0.000;0.000;0.0;0
1.498;0.056;237.950;6.400;1.000;0.000;17.0;8
0.27;0.000;238.960;1.200;0.000;0.000;0.0;0
1.402;0.090;240.210;5.800;0.000;0.000;18.0;8
0.314;0.146;246.180;1.400;0.000;0.000;0.0;0
0.562;0.000;249.470;2.200;0.000;0.000;0.0;0
1.674;0.108;233.480;7.200;0.000;0.000;0.0;6
1.616;0.000;241.340;6.600;0.000;0.000;18.0;8
0.496;0.108;240.140;2.200;0.000;0.000;0.0;0
1.98;0.000;237.300;8.200;0.000;0.000;17.0;8
1.748;0.000;240.860;7.200;1.000;5.000;18.0;1
2.48;0.078;240.490;10.200;0.000;0.000;0.0;6
0.268;0.000;244.630;1.200;0.000;0.000;0.0;0
4.288;0.336;241.510;17.800;4.000;0.000;17.0;1
3.296;0.446;234.440;14.200;1.000;1.000;17.0;1
3.946;0.090;236.690;16.600;0.000;0.000;17.0;1
0.676;0.198;243.610;2.800;0.000;1.000;0.0;0
0.316;0.124;239.690;1.400;0.000;2.000;0.0;0
3.368;0.000;236.820;14.200;0.000;0.000;17.0;1
2.512;0.000;243.800;10.200;0.000;0.000;0.0;6
0.436;0.256;240.070;2.000;0.000;1.000;0.0;0
5.114;0.000;236.410;21.600;0.000;35.000;17.0;2
3.492;0.000;238.320;14.600;0.000;0.000;0.0;6
1.76;0.078;241.450;7.200;0.000;1.000;18.0;8
0.45;0.266;242.710;2.200;0.000;1.000;0.0;0
1.582;0.122;243.030;6.600;0.000;0.000;18.0;8
1.386;0.114;243.440;5.600;0.000;2.000;0.0;6
0.962;0.148;242.470;4.000;1.000;0.000;0.0;0
0.126;0.000;237.520;0.600;0.000;0.000;0.0;0
2.536;0.086;240.580;10.600;0.000;0.000;17.0;8
0.298;0.106;241.310;1.200;0.000;1.000;0.0;0
1.476;0.196;238.250;6.200;0.000;1.000;17.0;8
1.372;0.072;240.390;5.600;0.000;0.000;18.0;8
1.084;0.104;238.500;4.600;0.000;0.000;0.0;0
0.41;0.208;240.980;1.800;0.000;2.000;0.0;0
0.238;0.000;242.540;1.000;0.000;0.000;0.0;0
2.464;0.070;236.000;10.600;0.000;0.000;4.0;6
0.968;0.092;242.210;4.000;0.000;0.000;0.0;0
0.38;0.252;244.410;1.800;0.000;1.000;0.0;0
0.434;0.248;241.500;2.000;0.000;1.000;0.0;0
0.222;0.000;244.060;1.000;0.000;0.000;0.0;0
1.334;0.000;237.850;5.600;0.000;0.000;17.0;8
1.378;0.104;240.020;5.600;0.000;0.000;18.0;8
0.296;0.088;244.950;1.200;0.000;0.000;0.0;0
0.348;0.124;241.360;1.600;0.000;2.000;0.0;0
0.218;0.000;242.030;1.000;0.000;0.000;0.0;0
3.794;0.110;236.850;16.000;0.000;2.000;17.0;1
0.212;0.000;238.100;0.800;0.000;0.000;0.0;0
0.556;0.186;241.610;2.600;0.000;0.000;0.0;0
2.93;0.064;235.550;12.400;0.000;0.000;17.0;1
0.472;0.334;240.140;2.400;0.000;1.000;0.0;0
0.394;0.236;239.800;1.800;0.000;1.000;0.0;0
0.286;0.000;244.160;1.200;0.000;0.000;0.0;0
0.218;0.000;244.880;1.000;0.000;0.000;0.0;0
0.226;0.000;245.990;1.000;0.000;0.000;0.0;0
1.58;0.074;241.340;6.600;0.000;1.000;18.0;8
3.672;0.122;240.630;15.200;1.000;0.000;18.0;1
2.876;0.202;234.280;12.200;0.000;1.000;17.0;1
0.286;0.084;245.340;1.200;0.000;0.000;0.0;0
1.242;0.000;242.530;5.000;0.000;0.000;0.0;0
0.448;0.080;232.310;2.400;0.000;0.000;0.0;0
3.998;0.326;236.120;17.000;38.000;1.000;17.0;5
2.284;0.000;240.160;9.400;0.000;0.000;0.0;6
0.426;0.318;246.580;2.200;0.000;0.000;0.0;0
2.55;0.000;235.120;10.800;0.000;0.000;17.0;1
1.754;0.056;239.740;7.200;0.000;0.000;17.0;8
0.286;0.104;240.320;1.200;0.000;1.000;0.0;0
0.222;0.000;244.330;1.000;0.000;0.000;0.0;0
0.908;0.088;236.350;4.600;0.000;0.000;0.0;6
3.166;0.334;232.560;13.600;0.000;2.000;17.0;1
2.346;0.000;238.250;9.800;0.000;0.000;17.0;8
2.762;0.224;237.180;11.600;0.000;1.000;18.0;1
1.57;0.104;239.890;6.600;0.000;1.000;18.0;8
0.316;0.094;242.640;1.400;0.000;0.000;0.0;0
3.4;0.050;240.210;14.000;0.000;0.000;0.0;6
1.282;0.000;238.970;5.200;0.000;0.000;18.0;8
3.156;0.126;241.890;13.000;1.000;0.000;18.0;1
1.35;0.156;239.660;5.600;1.000;17.000;0.0;7
2.336;0.064;239.230;9.600;0.000;0.000;0.0;6
1.392;0.104;241.130;5.800;0.000;0.000;18.0;8
1.558;0.232;238.910;6.600;0.000;0.000;17.0;8
2.736;0.000;237.600;11.400;0.000;0.000;17.0;1
1.512;0.090;237.920;6.200;0.000;0.000;17.0;8
0.394;0.236;239.880;1.800;0.000;2.000;0.0;0
1.29;0.116;240.900;5.200;0.000;0.000;18.0;8
0.39;0.104;238.290;1.600;0.000;0.000;0.0;0
1.3;0.000;241.420;5.400;0.000;0.000;17.0;8
0.226;0.000;246.170;1.000;0.000;0.000;0.0;0
2.752;0.194;237.640;11.600;0.000;0.000;17.0;1
2.998;0.166;236.580;13.400;22.000;0.000;18.0;1
1.946;0.236;241.470;8.000;0.000;5.000;18.0;1
0.692;0.344;245.390;3.200;2.000;4.000;0.0;6
2.59;0.138;238.460;10.800;0.000;1.000;18.0;1
0.994;0.000;238.930;4.200;0.000;0.000;0.0;0
3.124;0.000;235.480;13.200;0.000;0.000;17.0;1
2.008;0.000;236.850;8.400;1.000;0.000;17.0;8
0.234;0.000;239.200;1.000;0.000;0.000;0.0;0
3.788;0.000;236.620;16.000;38.000;1.000;17.0;5
3.822;0.000;234.640;16.200;37.000;0.000;17.0;5
6.566;0.536;236.240;28.000;0.000;37.000;17.0;2
1.35;0.000;240.500;5.600;0.000;0.000;18.0;8
1.812;0.090;244.010;7.400;0.000;0.000;0.0;6
3.454;0.588;234.020;15.200;0.000;25.000;17.0;2
2.228;0.196;240.560;9.200;0.000;0.000;18.0;8
1.868;0.192;237.990;8.000;0.000;0.000;0.0;6
2.582;0.194;234.480;11.000;0.000;1.000;17.0;1
0.218;0.000;243.640;0.800;0.000;0.000;0.0;0
1.31;0.000;241.020;5.400;0.000;0.000;18.0;8
1.948;0.000;242.830;8.000;0.000;0.000;18.0;8
2.586;0.148;240.560;10.800;0.000;0.000;18.0;8
0.602;0.000;242.440;2.400;0.000;0.000;0.0;0
1.43;0.094;238.550;6.000;0.000;1.000;18.0;8
5.356;0.068;235.370;23.800;0.000;0.000;17.0;1
2.448;0.254;241.420;10.200;0.000;1.000;18.0;1
0.222;0.000;243.100;1.000;0.000;0.000;0.0;0
0.214;0.000;243.060;0.800;0.000;0.000;0.0;0
0.308;0.112;244.730;1.400;0.000;1.000;0.0;0
0.224;0.000;239.980;1.000;0.000;0.000;0.0;0
0.41;0.242;243.970;1.800;0.000;0.000;0.0;0
1.782;0.000;238.800;7.400;0.000;0.000;18.0;8
0.304;0.092;241.840;1.200;0.000;0.000;0.0;0
2.6;0.228;241.250;10.800;0.000;2.000;0.0;6
2.476;0.048;240.960;10.200;0.000;0.000;0.0;6
1.962;0.240;239.610;8.200;0.000;0.000;0.0;6
1.352;0.000;240.130;5.600;0.000;0.000;17.0;8
0.456;0.280;245.210;2.200;0.000;0.000;0.0;0
1.474;0.176;242.050;6.200;0.000;0.000;0.0;0
0.482;0.244;241.870;2.200;0.000;2.000;0.0;0
2.622;0.160;238.490;11.600;0.000;0.000;18.0;1
1.414;0.100;241.440;5.800;0.000;1.000;18.0;8
1.154;0.230;239.370;6.400;0.000;0.000;0.0;6
1.486;0.046;245.540;6.000;0.000;0.000;18.0;8
0.314;0.120;244.890;1.400;0.000;2.000;0.0;0
1.278;0.000;239.970;5.200;0.000;0.000;18.0;8
1.382;0.090;244.780;5.600;0.000;0.000;18.0;8
1.402;0.106;241.800;5.800;0.000;0.000;18.0;8
1.328;0.000;244.270;5.400;0.000;0.000;18.0;8
3.402;0.104;237.360;14.200;0.000;0.000;17.0;1
1.52;0.128;242.760;7.600;0.000;1.000;0.0;6
0.202;0.088;233.960;1.000;0.000;0.000;0.0;0
3.168;0.062;237.740;13.400;0.000;0.000;17.0;1
0.382;0.230;241.600;1.800;0.000;0.000;0.0;0
0.374;0.252;243.490;1.800;0.000;2.000;0.0;0
0.22;0.000;246.420;1.000;0.000;0.000;0.0;0
2.28;0.000;239.980;9.400;0.000;0.000;0.0;6
1.298;0.000;240.790;5.400;0.000;0.000;18.0;8
2.524;0.228;241.260;10.400;0.000;0.000;18.0;8
0.994;0.054;241.440;4.200;0.000;2.000;0.0;6
4.522;0.474;235.590;19.400;4.000;32.000;0.0;3
0.204;0.094;235.740;1.000;0.000;0.000;0.0;0
2.298;0.254;239.860;9.600;0.000;1.000;0.0;6
1.662;0.000;243.350;6.800;0.000;0.000;18.0;8
0.338;0.140;244.230;1.600;0.000;0.000;0.0;0
1.628;0.072;238.850;7.000;0.000;0.000;17.0;8
0.318;0.114;238.280;1.400;0.000;0.000;0.0;0
0.302;0.098;245.050;1.200;0.000;1.000;0.0;0
1.264;0.000;237.400;5.200;0.000;0.000;17.0;8
0.328;0.128;243.160;1.400;0.000;0.000;0.0;0
2.414;0.000;247.440;9.600;0.000;0.000;0.0;6
0.344;0.140;242.020;1.600;0.000;0.000;0.0;0
1.38;0.072;238.350;5.800;0.000;0.000;17.0;8
0.672;0.048;238.930;2.800;0.000;0.000;0.0;0
0.462;0.254;244.140;2.200;0.000;0.000;0.0;0
1.598;0.278;240.990;6.600;0.000;5.000;0.0;6
3.932;0.000;239.170;16.400;39.000;5.000;17.0;5
5.036;0.094;234.870;21.400;37.000;0.000;16.0;5
0.512;0.146;246.110;2.400;0.000;1.000;0.0;0
2.448;0.218;240.140;10.200;0.000;1.000;0.0;6
0.47;0.142;238.810;2.000;0.000;0.000;0.0;0
0.6;0.000;243.420;2.400;0.000;0.000;0.0;0
3.14;0.000;237.040;13.200;0.000;0.000;18.0;1
1.364;0.074;232.580;5.800;0.000;0.000;16.0;8
0.462;0.328;238.500;2.400;0.000;1.000;0.0;0
1.4;0.072;244.670;5.600;0.000;0.000;18.0;8
0.404;0.246;242.750;2.000;0.000;2.000;0.0;0
1.446;0.000;239.300;6.000;0.000;0.000;17.0;8
1.366;0.254;242.290;5.600;0.000;0.000;0.0;0
0.858;0.120;242.310;3.600;0.000;0.000;0.0;0
0.306;0.116;239.420;1.400;0.000;0.000;0.0;0
0.226;0.000;240.960;1.000;0.000;0.000;0.0;0
2.424;0.154;238.670;10.200;1.000;36.000;0.0;3
1.33;0.062;238.720;5.600;0.000;0.000;17.0;8
2.992;0.052;237.020;12.600;0.000;0.000;17.0;1
1.756;0.110;240.840;8.400;0.000;0.000;0.0;6
0.398;0.246;244.510;1.800;0.000;1.000;0.0;0
1.636;0.242;243.340;6.800;1.000;0.000;18.0;8
1.182;0.216;234.370;5.000;0.000;0.000;0.0;6
1.348;0.000;245.210;5.400;0.000;1.000;19.0;8
1.634;0.000;241.980;6.800;1.000;0.000;18.0;8
2.432;0.376;233.970;10.400;0.000;1.000;17.0;1
2.406;0.102;241.500;9.800;0.000;0.000;0.0;6
1.546;0.126;239.230;6.400;0.000;3.000;0.0;6
0.322;0.130;242.890;1.400;0.000;0.000;0.0;0
1.356;0.054;241.800;5.600;0.000;0.000;18.0;8
3.532;0.136;238.920;14.800;0.000;0.000;18.0;1
1.534;0.174;239.110;6.400;1.000;0.000;0.0;6
0.788;0.100;244.670;3.200;0.000;0.000;0.0;0
0.364;0.000;237.910;1.400;0.000;0.000;0.0;0
3.582;0.142;240.680;14.800;0.000;0.000;0.0;6
0.328;0.182;242.710;1.600;0.000;0.000;0.0;0
2.148;0.000;242.810;8.800;0.000;0.000;18.0;8
0.33;0.164;233.550;1.600;0.000;2.000;0.0;6
2.876;0.184;239.310;12.000;0.000;2.000;17.0;1
0.37;0.214;241.400;1.800;0.000;1.000;0.0;0
0.366;0.074;242.340;1.800;0.000;0.000;0.0;0
0.428;0.000;243.260;2.000;0.000;0.000;0.0;0
3.36;0.248;238.790;14.000;0.000;0.000;18.0;1
1.686;0.190;238.600;7.200;0.000;1.000;18.0;8
1.524;0.218;235.660;6.400;0.000;0.000;0.0;6
0.484;0.000;242.970;2.200;0.000;0.000;0.0;0
0.144;0.000;242.660;0.600;0.000;0.000;0.0;0
0.642;0.352;242.140;3.000;0.000;0.000;0.0;0
1.504;0.062;241.270;6.200;0.000;1.000;17.0;8
1.262;0.000;239.700;5.200;0.000;0.000;18.0;8
0.214;0.000;240.240;0.800;0.000;0.000;0.0;0
1.402;0.164;244.220;5.800;0.000;0.000;18.0;8
3.962;0.122;238.960;16.600;0.000;33.000;17.0;2
2.578;0.518;239.490;11.400;0.000;1.000;18.0;1
0.798;0.110;243.760;3.400;0.000;2.000;0.0;0
2.21;0.000;237.790;9.200;0.000;0.000;17.0;8
0.254;0.000;240.670;1.400;0.000;0.000;0.0;0
0.366;0.212;240.570;1.600;0.000;1.000;0.0;0
1.458;0.188;239.610;6.000;0.000;0.000;18.0;8
1.596;0.000;237.810;6.600;0.000;0.000;17.0;8
0.308;0.242;241.570;1.600;0.000;0.000;0.0;0
1.294;0.000;240.120;5.400;0.000;1.000;18.0;8
1.372;0.000;244.050;5.600;0.000;0.000;19.0;8
3.562;0.332;240.990;15.000;0.000;35.000;17.0;2
0.254;0.000;242.010;1.200;0.000;0.000;0.0;0
0.23;0.000;239.680;1.000;0.000;0.000;0.0;0
0.324;0.134;243.970;1.400;0.000;0.000;0.0;0
0.308;0.108;239.100;1.400;0.000;0.000;0.0;0
1.376;0.000;239.480;5.800;0.000;0.000;18.0;8
0.296;0.096;243.020;1.200;0.000;0.000;0.0;0
3.546;0.224;235.340;15.000;0.000;1.000;17.0;1
1.28;0.000;238.610;5.200;0.000;0.000;17.0;8
0.424;0.272;242.910;2.000;0.000;2.000;0.0;0
2.344;0.078;245.030;9.600;0.000;0.000;0.0;6
4.934;0.048;236.340;20.800;2.000;36.000;17.0;2
4.384;0.052;236.360;18.400;0.000;0.000;17.0;1
1.764;0.112;242.110;7.200;0.000;0.000;18.0;8
1.926;0.000;237.120;8.000;0.000;1.000;18.0;8
0.23;0.000;240.220;1.000;0.000;0.000;0.0;0
0.218;0.000;242.410;0.800;0.000;0.000;0.0;0
0.298;0.152;243.580;1.400;0.000;2.000;0.0;0
1.188;0.000;238.650;5.000;0.000;0.000;17.0;8
1.28;0.000;238.960;5.200;0.000;0.000;17.0;8
2.304;0.000;241.060;9.400;0.000;0.000;0.0;6
1.19;0.108;240.480;4.800;0.000;0.000;0.0;0
0.218;0.000;241.160;0.800;0.000;0.000;0.0;0
0.22;0.000;242.470;0.800;0.000;0.000;0.0;0
0.358;0.188;245.900;1.600;0.000;0.000;0.0;0
0.424;0.218;240.330;2.000;0.000;0.000;0.0;0
2.338;0.194;234.140;10.000;0.000;0.000;0.0;6
1.528;0.102;234.570;6.400;0.000;0.000;0.0;6
3.708;0.186;237.900;15.600;37.000;0.000;0.0;7
3.234;0.000;235.510;13.600;0.000;0.000;17.0;1
3.13;0.100;237.140;14.000;0.000;24.000;17.0;7
0.272;0.088;246.130;1.200;0.000;0.000;0.0;0
0.4;0.214;242.130;1.800;0.000;2.000;0.0;0
0.448;0.340;240.250;2.200;0.000;1.000;0.0;0
2.122;0.100;237.360;9.000;0.000;0.000;17.0;8
